İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Yakıt Tipi,Yetkili Ofis,Cephe,Site İçerisinde,Depozito,Krediye Uygunluk,Tapu Durumu,Takas
4369-38472,31-03-2023,None,None,1 + 1,"
                          68 m2
                        ",16. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,1,,,Boş,,,,,Sinpaş Finans Şehir,,Uygun değil,,
1956-2981,30-03-2023,None,None,3 + 1,"
                          120 m2
                        ",2. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney",,,,,
104642-2111,27-03-2023,None,None,1 + 1,"
                          79 m2
                        ",2. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,,,,
1361-16950,27-03-2023,None,None,3 + 1,"
                          140 m2
                        ",3. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
66891-802,29-03-2023,None,None,3 + 1,"
                          135 m2
                        ",11. Kat,13 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.600 TL,Doğalgaz,Evet,,,50.000 TL,,,
6428-5504,29-03-2023,None,None,3 + 1,"
                          130 m2
                        ",2. Kat,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,15.000 TL,,,
6428-5504,29-03-2023,None,None,3 + 1,"
                          130 m2
                        ",2. Kat,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,15.000 TL,,,
123929-81,24-03-2023,None,None,3 + 1,"
                          130 m2
                        ",En Üst Kat,22 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,60 TL,Doğalgaz,Evet,Güney,,,,,
131935-254,30-03-2023,None,None,2 + 1,"
                          85 m2
                        ",11. Kat,Sıfır Bina,Merkezi,15 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,Doğalgaz,,"Güney, Doğu",,28.000 TL,,,
6522-2375,29-03-2023,None,None,3 + 1,"
                          170 m2
                        ",4. Kat,35 Yaşında,Merkezi,4 Katlı,,2,,,,,,Evet,,,,,,
95438-607,28-03-2023,None,None,3 + 1,"
                          130 m2
                        ",3. Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,Doğalgaz,Evet,,,12.000 TL,,,
49183-3356,29-03-2023,None,None,3 + 1,"
                          110 m2
                        ",Bahçe Katı,33 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,,,Kiracılı,,Doğalgaz,,,,30.000 TL,,,
70157-1268,27-03-2023,None,None,3 + 1,"
                          125 m2
                        ",7. Kat,26 Yaşında,Kombi,9 Katlı,Eşyalı Değil,1,,,Boş,,,,,Yarenler Sitesi,,Uygun değil,,
9132-2490,30-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Ara Kat,35 Yaşında,Kat Kaloriferi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,Doğu,,11.000 TL,,,
115150-219,25-03-2023,None,None,1 + 1,"
                          62 m2
                        ",5. Kat,25 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,32.000 TL,,,
129764-490,30-03-2023,None,None,1 + 1,"
                          81 m2
                        ",3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),8 Katlı,Eşyalı,1,,,Boş,,,,Güney,,,,,
1358-3496,30-03-2023,None,None,2 + 1,"
                          160 m2
                        ",Ara Kat,30 Yaşında,Merkezi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
34488-4942,31-03-2023,None,None,2 + 1,"
                          92 m2
                        ",3. Kat,Sıfır Bina,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Doğu, Batı",,22.000 TL,,,
77755-755,31-03-2023,None,None,1 + 1,"
                          66 m2
                        ",2. Kat,9 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Boş,2.800 TL,Doğalgaz,Evet,,,,,,
129549-27,25-03-2023,None,None,2 + 1,"
                          90 m2
                        ",Bahçe Katı,11 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Güney, Doğu",,11.000 TL,,,
134249-56,26-03-2023,None,None,3 + 1,"
                          140 m2
                        ",Bahçe Katı,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney, Batı",,12.000 TL,,,
136321-27,28-03-2023,None,None,2 + 1,"
                          100 m2
                        ",3. Kat,15 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,100 TL,Doğalgaz,Evet,,,18.000 TL,,,
77099-5874,30-03-2023,None,None,1 + 1,"
                          90 m2
                        ",3. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,40 TL,Doğalgaz,Evet,Güney,,,,,
4753-16474,30-03-2023,None,None,2 + 1,"
                          110 m2
                        ",3. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,,,Boş,,Doğalgaz,Evet,Güney,,,,,
41097-1026,24-03-2023,None,None,3 + 1,"
                          130 m2
                        ",3. Kat,30 Yaşında,Kombi,4 Katlı,,1,Betonarme,İkinci El,Boş,,Doğalgaz,,Batı,,,,,
131498-92,28-03-2023,None,None,2 + 1,"
                          130 m2
                        ",12. Kat,10 Yaşında,Kombi,27 Katlı,Eşyalı,1,,,,,,,,,,,,
73338-3743,31-03-2023,None,None,2 + 1,"
                          85 m2
                        ",Yüksek Giriş,21 Yaşında,Kombi,5 Katlı,,1,,,,,,,,,,,,
78519-8267,30-03-2023,None,None,2 + 1,"
                          95 m2
                        ",Çatı Katı,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,Doğalgaz,,"Kuzey, Güney, Doğu, Batı",,13.000 TL,,,
1687-1366,27-03-2023,None,None,2 + 1,"
                          80 m2
                        ",Giriş Katı,20 Yaşında,Kombi,5 Katlı,Eşyalı,1,,İkinci El,Boş,,,Evet,,,13.500 TL,,,
8458-1579,27-03-2023,None,None,2 + 1,"
                          105 m2
                        ",3. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,,,Evet,,,,,,
8458-1579,27-03-2023,None,None,2 + 1,"
                          105 m2
                        ",3. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,,,Evet,,,,,,
129727-40,24-03-2023,None,None,2 + 1,"
                          90 m2
                        ",Giriş Katı,Sıfır Bina,Kombi,5 Katlı,Eşyalı Değil,1,,,Boş,,,,Batı,Evet (Site Adı Belirtilmemiş),,Uygun değil,,
75995-756,28-03-2023,None,None,1 + 1,"
                          1.000 m2
                        ",Çatı Katı,12 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,,,,,,,8.000 TL,,,
49009-1525,29-03-2023,None,None,2 + 1,"
                          110 m2
                        ",3. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,8.500 TL,,,
64317-1367,28-03-2023,None,None,2 + 1,"
                          85 m2
                        ",2. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,İkinci El,Boş,50 TL,,Evet,Güney,,10.000 TL,,,
124957-90,29-03-2023,None,None,2 + 1,"
                          75 m2
                        ",Ara Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,35 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,,,,
62242-656,30-03-2023,None,None,2 + 1,"
                          80 m2
                        ",3. Kat,5 Yaşında,Kombi,3 Katlı,Eşyalı,1,,,Boş,,,,,,,,,
69537-77721,31-03-2023,None,None,1 + 1,"
                          70 m2
                        ",Yüksek Giriş,20 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu, Batı",,8.500 TL,,,
17780-18771,29-03-2023,None,None,3 + 1,"
                          240 m2
                        ",3. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,,Boş,,Doğalgaz,Evet,,,,,,
123891-55,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",1. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,75 TL,Doğalgaz,Evet,Güney,,10.000 TL,,,
1599-10356,31-03-2023,None,None,2 + 1,"
                          105 m2
                        ",En Üst Kat,36 Yaşında,Kombi,3 Katlı,,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,,,,
23051-9228,31-03-2023,None,None,2 + 1,"
                          80 m2
                        ",Yarı Bodrum,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
1361-16999,27-03-2023,None,None,3 + 1,"
                          150 m2
                        ",3. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,300 TL,Doğalgaz,Evet,Güney,,80.000 TL,,,
34541-5271,25-03-2023,None,None,2 + 1,"
                          95 m2
                        ",6. Kat,4 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,250 TL,Doğalgaz,Evet,,,46.000 TL,,,
14121-4987,30-03-2023,None,None,3 + 1,"
                          120 m2
                        ",Yüksek Giriş,16 Yaşında,Kombi,4 Katlı,Eşyalı,1,,Sıfır,Boş,,Doğalgaz,Evet,,,30.000 TL,,,
26825-1006,30-03-2023,None,None,3 + 1,"
                          150 m2
                        ",2. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
36376-2688,30-03-2023,None,None,4 + 2,"
                          200 m2
                        ",4. Kat,12 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,,,,
119499-168,30-03-2023,None,None,1 + 1,"
                          60 m2
                        ",Giriş Katı,37 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,6.500 TL,,,
10524-2736,27-03-2023,None,None,3 + 1,"
                          160 m2
                        ",4. Kat,22 Yaşında,Merkezi,6 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,500 TL,Doğalgaz,Evet,,,140.000 TL,,,
88766-2293,24-03-2023,None,None,2 + 1,"
                          95 m2
                        ",1. Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Kuzey,,10.000 TL,,,
6680-21282,26-03-2023,None,None,2 + 1,"
                          90 m2
                        ",Ara Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,İkinci El,Boş,30 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,6.500 TL,,,
1503-5782,24-03-2023,None,None,4 + 1,"
                          280 m2
                        ",2. Kat,35 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,1.600 TL,Doğalgaz,Evet,Doğu,,120.000 TL,,,
2783-2107,31-03-2023,None,None,2 + 1,"
                          100 m2
                        ",3. Kat,31 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,16.000 TL,,,
11114-11575,30-03-2023,None,None,2 + 1,"
                          75 m2
                        ",10. Kat,1 Yaşında,Merkezi,15 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,1.800 TL,Doğalgaz,Evet,Batı,,15.000 TL,,,
136938-5,29-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Yüksek Giriş,3 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,20 TL,Doğalgaz,,Güney,,6.000 TL,,,
134554-29,26-03-2023,None,None,3 + 1,"
                          110 m2
                        ",3. Kat,14 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,Boş,,,,,,,,,
136222-4,25-03-2023,None,None,2 + 1,"
                          95 m2
                        ",3. Kat,4 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,200 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,17.000 TL,,,
43996-20045,28-03-2023,None,None,1 + 1,"
                          70 m2
                        ",3. Kat,5 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Güney, Batı",,13.500 TL,,,
136501-10,27-03-2023,None,None,2 + 1,"
                          95 m2
                        ",1. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,170 TL,Doğalgaz,Evet,Güney,,12.000 TL,,,
112354-110,27-03-2023,None,None,3 + 1,"
                          145 m2
                        ",1. Kat,26 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,10.000 TL,,,
48423-3440,29-03-2023,None,None,3 + 1,"
                          140 m2
                        ",3. Kat,30 Yaşında,Merkezi,8 Katlı,Eşyalı Değil,1,,,Boş,,Doğalgaz,Evet,,,22.500 TL,,,
6712-1386,29-03-2023,None,None,2 + 1,"
                          90 m2
                        ",2. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
125627-157,27-03-2023,None,None,2 + 1,"
                          70 m2
                        ",3. Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,,İkinci El,Boş,40 TL,Doğalgaz,Evet,,,10.000 TL,Uygun değil,,Hayır
119728-2270,31-03-2023,None,None,1 + 0,"
                          65 m2
                        ",15. Kat,4 Yaşında,Merkezi (Pay Ölçer),60 Katlı,,1,,,Boş,,,,,Skyland İstanbul,,,,
10000-15695,30-03-2023,None,None,2 + 1,"
                          110 m2
                        ",21 ve üzeri,12 Yaşında,Fancoil Ünitesi,29 Katlı,Eşyalı Değil,1,,,Boş,1.450 TL,,Evet,,,,,,
90802-1033,30-03-2023,None,None,2 + 1,"
                          90 m2
                        ",Kot 1,30 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,,Doğalgaz,Evet,,,,,,
105837-329,25-03-2023,None,None,2 + 1,"
                          135 m2
                        ",Yüksek Giriş,4 Yaşında,Merkezi,19 Katlı,Eşyalı,2,,Sıfır,Boş,1.700 TL,,Evet,Kuzey,,2 TL,,,
1075-6464,31-03-2023,None,None,5 + 1,"
                          330 m2
                        ",En Üst Kat,18 Yaşında,Kombi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu",,,,,
4978-2442,28-03-2023,None,None,6 + 1,"
                          350 m2
                        ",Ara Kat,25 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,7.500 TL,Doğalgaz,,Güney,,100.000 TL,,,
128093-170,30-03-2023,None,None,2 + 1,"
                          120 m2
                        ",Ara Kat,22 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,20.000 TL,,,
17997-1860,30-03-2023,None,None,3 + 1,"
                          125 m2
                        ",4. Kat,33 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,,,,,,,,,,
36618-13324,28-03-2023,None,None,2 + 1,"
                          95 m2
                        ",2. Kat,28 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,,,,,,,,,,
118623-319,29-03-2023,None,None,2 + 1,"
                          130 m2
                        ",Giriş Katı,28 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,,Evet,,,19.000 TL,,,
22752-15948,24-03-2023,None,None,3 + 1,"
                          155 m2
                        ",1. Kat,11 Yaşında,Kombi,7 Katlı,Eşyalı Değil,2,,,Kiracılı,1.5 TL,,,"Güney, Doğu",Çamder Prestij Evleri,,Uygun değil,,
3448-14099,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",3. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,,İkinci El,Kiracılı,,Doğalgaz,Evet,,,26.000 TL,,,
5575-12077,29-03-2023,None,None,5 + 1,"
                          330 m2
                        ",Çatı Katı,8 Yaşında,Kombi,5 Katlı,Eşyalı Değil,4,Betonarme,İkinci El,Kiracılı,,Doğalgaz,,,,,,,
120150-1845,28-03-2023,None,None,2 + 1,"
                          85 m2
                        ",En Üst Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,,Güney,,10.000 TL,,,
136398-14,30-03-2023,None,None,1 + 1,"
                          55 m2
                        ",1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,30.000 TL,,,
136398-14,30-03-2023,None,None,1 + 1,"
                          55 m2
                        ",1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,30.000 TL,,,
126791-15,28-03-2023,None,None,1 + 0,"
                          50 m2
                        ",Giriş Katı,40 Yaşında,Klima,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Elektrik,Evet,,,4.000 TL,,,
91261-740,27-03-2023,None,None,3 + 1,"
                          118 m2
                        ",6. Kat,30 Yaşında,Kombi,19 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,Tercüman Sitesi,,,,
51078-3595,28-03-2023,None,None,2 + 1,"
                          92 m2
                        ",2. Kat,2 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,600 TL,Doğalgaz,Evet,Güney,Evet (Site Adı Belirtilmemiş),14.000 TL,,,
132733-244,30-03-2023,None,None,1 + 1,"
                          60 m2
                        ",13. Kat,5 Yaşında,Kombi,15 Katlı,Eşyalı Değil,1,,,Boş,,,,,,,,,
133258-125,28-03-2023,None,None,2 + 1,"
                          80 m2
                        ",2. Kat,41 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,,,,,,,,,,
18009-3472,24-03-2023,None,None,5 + 2,"
                          240 m2
                        ",2. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,250 TL,Doğalgaz,Evet,"Kuzey, Güney",,30.000 TL,,,
105759-386,29-03-2023,None,None,1 + 1,"
                          65 m2
                        ",Bahçe Katı,11 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,100 TL,,,Doğu,,,Uygun değil,,
136229-72,25-03-2023,None,None,3 + 1,"
                          110 m2
                        ",2. Kat,15 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
35277-8849,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",1. Kat,45 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,10.000 TL,,,
135915-23,27-03-2023,None,None,2 + 1,"
                          85 m2
                        ",6. Kat,4 Yaşında,Merkezi,8 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,250 TL,Doğalgaz,Evet,Kuzey,TOKİ Kayaşehir Konutları 11 Bölge,28.000 TL,,,
6019-2129,28-03-2023,None,None,3 + 1,"
                          130 m2
                        ",2. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,,Güney,,10.000 TL,,,
115149-446,29-03-2023,None,None,2 + 1,"
                          70 m2
                        ",Giriş Katı,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,8.000 TL,,,
40563-690,28-03-2023,None,None,1 + 1,"
                          65 m2
                        ",Yarı Bodrum,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Kiracılı,,Doğalgaz,,,,7.500 TL,,,
17370-1110,27-03-2023,None,None,3 + 1,"
                          150 m2
                        ",5. Kat,40 Yaşında,Merkezi,7 Katlı,Eşyalı,1,,,Boş,,,,,,,,,
120022-208,27-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Bahçe Katı,21 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,,,Boş,60 TL,,,,,,Uygun değil,,
90600-377,25-03-2023,None,None,4 + 1,"
                          155 m2
                        ",En Üst Kat,8 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Batı,,15.000 TL,,,
126282-77,25-03-2023,None,None,2 + 1,"
                          90 m2
                        ",En Üst Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,,"Güney, Doğu",,6.500 TL,,,
100256-252,30-03-2023,None,None,2 + 1,"
                          90 m2
                        ",2. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı,1,,,Kiracılı,,,Evet,,,50.000 TL,,,
124456-38,28-03-2023,None,None,2 + 1,"
                          75 m2
                        ",En Üst Kat,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,Doğalgaz,Evet,,,20.000 TL,,,
