İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Depozito,Yakıt Tipi,Yetkili Ofis,Price,Cephe,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas
52328-267,01-04-2023,None,None,2 + 1,                          100 m2                        ,Bahçe Katı,24 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,5.750TL,Güney,,,,
10524-2736,27-03-2023,None,None,3 + 1,                          160 m2                        ,4. Kat,22 Yaşında,Merkezi,6 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,500 TL,140.000 TL,Doğalgaz,Evet,70.000TL,,,,,
67970-3749,25-03-2023,None,None,2 + 1,                          85 m2                        ,1. Kat,40 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,30 TL,50.000 TL,Doğalgaz,Evet,26.500TL,"Güney, Doğu, Batı",,,,
119728-2268,01-04-2023,None,None,2 + 1,                          130 m2                        ,20. Kat,4 Yaşında,Merkezi (Pay Ölçer),60 Katlı,,1,,,Boş,,,,,40.000TL,,Skyland İstanbul,,,
1599-10298,27-03-2023,None,None,3 + 1,                          115 m2                        ,2. Kat,34 Yaşında,Kombi,5 Katlı,,1,Betonarme,İkinci El,Boş,20 TL,15.000 TL,Doğalgaz,Evet,7.500TL,"Güney, Doğu, Batı",,,,
62307-582,29-03-2023,None,None,2 + 1,                          120 m2                        ,2. Kat,35 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,,Doğalgaz,Evet,24.000TL,"Doğu, Batı",,,,
43996-20045,28-03-2023,None,None,1 + 1,                          70 m2                        ,3. Kat,5 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,13.500 TL,Doğalgaz,Evet,13.500TL,"Güney, Batı",,,,
115150-261,31-03-2023,None,None,1 + 1,                          70 m2                        ,4. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,15.000 TL,Doğalgaz,Evet,13.000TL,,,,,
48423-3440,29-03-2023,None,None,3 + 1,                          140 m2                        ,3. Kat,30 Yaşında,Merkezi,8 Katlı,Eşyalı Değil,1,,,Boş,,22.500 TL,Doğalgaz,Evet,21.000TL,,,,,
6712-1386,29-03-2023,None,None,2 + 1,                          90 m2                        ,2. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,23.500TL,,,,,
125627-157,27-03-2023,None,None,2 + 1,                          70 m2                        ,3. Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,,İkinci El,Boş,40 TL,10.000 TL,Doğalgaz,Evet,10.500TL,,,Uygun değil,,Hayır
96953-232,25-03-2023,None,None,2 + 1,                          90 m2                        ,Ara Kat,23 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,250 TL,10.000 TL,Doğalgaz,Evet,135.000TL,"Kuzey, Güney, Batı",,,,
4355-132873,01-04-2023,None,None,2 + 1,                          120 m2                        ,2. Kat,31 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,12.500 TL,Doğalgaz,Evet,12.500TL,Doğu,,,,
109263-555,30-03-2023,None,None,2 + 1,                          100 m2                        ,2. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,35 TL,6.000 TL,Doğalgaz,Evet,6.000TL,"Kuzey, Güney, Doğu, Batı",,,,
4978-2442,28-03-2023,None,None,6 + 1,                          350 m2                        ,Ara Kat,25 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,7.500 TL,100.000 TL,Doğalgaz,,90.000TL,Güney,,,,
123984-168,31-03-2023,None,None,3 + 1,                          130 m2                        ,8. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,640 TL,50.000 TL,Doğalgaz,Evet,33.000TL,Güney,,,,
17997-1860,30-03-2023,None,None,3 + 1,                          125 m2                        ,4. Kat,33 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,,,,,,15.000TL,,,,,
36618-13324,28-03-2023,None,None,2 + 1,                          95 m2                        ,2. Kat,28 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,,,,,,30.000TL,,,,,
53363-3435,27-03-2023,None,None,3 + 1,                          145 m2                        ,8. Kat,23 Yaşında,Kombi,14 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,450 TL,26.000 TL,Doğalgaz,Evet,13.000TL,Güney,,,,
129764-579,27-03-2023,None,None,3 + 1,                          184 m2                        ,6. Kat,5 Yaşında,Merkezi (Pay Ölçer),20 Katlı,Eşyalı Değil,2,,,Boş,,,,,65.000TL,Güney,Vadi İstanbul,Uygun değil,,
92222-486,29-03-2023,None,None,3 + 1,                          120 m2                        ,2. Kat,40 Yaşında,Merkezi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,25.000 TL,Doğalgaz,Evet,21.000TL,,,,,
126791-15,28-03-2023,None,None,1 + 0,                          50 m2                        ,Giriş Katı,40 Yaşında,Klima,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,4.000 TL,Elektrik,Evet,4.000TL,,,,,
91261-740,31-03-2023,None,None,3 + 1,                          118 m2                        ,6. Kat,30 Yaşında,Kombi,19 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,15.000TL,,Tercüman Sitesi,,,
39367-151,28-03-2023,None,None,1 + 0,                          42 m2                        ,Teras Katı,11 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,200 TL,12.000 TL,Doğalgaz,Evet,12.000TL,"Doğu, Batı",,,,
112354-111,31-03-2023,None,None,3 + 1,                          130 m2                        ,4. Kat,23 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,75 TL,20.000 TL,Doğalgaz,Evet,10.000TL,Güney,Çetinler Sitesi,,,
133258-125,28-03-2023,None,None,2 + 1,                          80 m2                        ,2. Kat,41 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,,,,,,11.500TL,,,,,
24435-3433,25-03-2023,None,None,2 + 1,                          75 m2                        ,2. Kat,24 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,14.000 TL,Doğalgaz,Evet,14.000TL,"Güney, Doğu, Batı",,,,
105759-386,29-03-2023,None,None,1 + 1,                          65 m2                        ,Bahçe Katı,11 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,100 TL,,,,9.500TL,Doğu,,Uygun değil,,
132480-104,30-03-2023,None,None,2 + 1,                          120 m2                        ,Giriş Katı,3 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,200 TL,13.500 TL,Doğalgaz,Evet,13.500TL,Güney,,,,
136567-13,31-03-2023,None,None,3 + 1,                          145 m2                        ,11. Kat,16 Yaşında,Kombi,14 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,400 TL,22.000 TL,Doğalgaz,Evet,11.500TL,,,,,
2915-7146,25-03-2023,None,None,2 + 1,                          70 m2                        ,Bahçe Katı,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,12.000TL,Güney,,,,
134455-130,27-03-2023,None,None,2 + 1,                          65 m2                        ,3. Kat,26 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,İkinci El,Boş,,,Doğalgaz,Evet,9.000TL,,,Uygun değil,,Hayır
35277-8836,31-03-2023,None,None,2 + 1,                          70 m2                        ,Yüksek Giriş,35 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,17.000 TL,Doğalgaz,Evet,8.000TL,,,,,
71323-214,01-04-2023,None,None,1 + 1,                          70 m2                        ,4. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,10.000 TL,Doğalgaz,Evet,7.000TL,"Doğu, Batı",,,,
131879-74,25-03-2023,None,None,3 + 1,                          130 m2                        ,2. Kat,20 Yaşında,Kombi,2 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,10 TL,30.000 TL,Doğalgaz,Evet,16.000TL,Güney,,,,
132905-194,31-03-2023,None,None,2 + 1,                          95 m2                        ,Bahçe Katı,3 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,20.000 TL,Doğalgaz,Evet,8.500TL,Güney,,,,
132919-55,27-03-2023,None,None,2 + 1,                          105 m2                        ,2. Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,,,,,,14.500TL,,,,,
6019-2129,28-03-2023,None,None,3 + 1,                          130 m2                        ,2. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,10.000 TL,Doğalgaz,,13.000TL,Güney,,,,
26073-2899,01-04-2023,None,None,2 + 1,                          100 m2                        ,1. Kat,15 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,200 TL,30.000 TL,Doğalgaz,Evet,15.000TL,Güney,,,,
40563-690,28-03-2023,None,None,1 + 1,                          65 m2                        ,Yarı Bodrum,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Kiracılı,,7.500 TL,Doğalgaz,,6.000TL,,,,,
25831-9673,30-03-2023,None,None,3 + 1,                          115 m2                        ,Bahçe Katı,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.100 TL,21.000 TL,Doğalgaz,Evet,19.000TL,,"TRT Basın Sitesi (İstanbul, Kartal, Karlıktepe)",,,
17370-1110,27-03-2023,None,None,3 + 1,                          150 m2                        ,5. Kat,40 Yaşında,Merkezi,7 Katlı,Eşyalı,1,,,Boş,,,,,21.000TL,,,,,
126282-77,25-03-2023,None,None,2 + 1,                          90 m2                        ,En Üst Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,6.500 TL,Doğalgaz,,6.500TL,"Güney, Doğu",,,,
124456-38,28-03-2023,None,None,2 + 1,                          75 m2                        ,En Üst Kat,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,20.000 TL,Doğalgaz,Evet,12.000TL,,,,,
96028-567,31-03-2023,None,None,3 + 1,                          210 m2                        ,21 ve üzeri,4 Yaşında,Fancoil Ünitesi,44 Katlı,Eşyalı Değil,2,,,,,,,,80.000TL,,,,,
9512-740,27-03-2023,None,None,2 + 1,                          85 m2                        ,2. Kat,31 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,,,Boş,150 TL,,,,12.000TL,"Güney, Doğu, Batı",,Uygun değil,,
4196-2752,29-03-2023,None,None,3 + 1,                          120 m2                        ,5. Kat,26 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,,,Boş,,,,,8.500TL,,,,,
17780-18782,31-03-2023,None,None,4 + 1,                          200 m2                        ,Bahçe Katı,27 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,2 TL,Doğalgaz,,25.000TL,"Kuzey, Güney, Batı",,,,
4369-38515,01-04-2023,None,None,3 + 1,                          145 m2                        ,6. Kat,12 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,150 TL,15.000 TL,Doğalgaz,Evet,15.000TL,,,,,
31474-202,30-03-2023,None,None,1 + 1,                          40 m2                        ,Ara Kat,40 Yaşında,Klima,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,Elektrik,,25.000TL,,,,,
66000-2705,30-03-2023,None,None,2 + 1,                          85 m2                        ,Kot 1,3 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,Doğalgaz,,13.000TL,,,,,
692640-497,31-03-2023,None,None,2 + 1,                          115 m2                        ,2. Kat,17 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,25.000 TL,Doğalgaz,,12.750TL,"Kuzey, Güney, Doğu, Batı",,,,
70157-1268,27-03-2023,None,None,3 + 1,                          125 m2                        ,7. Kat,26 Yaşında,Kombi,9 Katlı,Eşyalı Değil,1,,,Boş,,,,,8.750TL,,Yarenler Sitesi,Uygun değil,,
60019-1474,27-03-2023,None,None,3 + 1,                          120 m2                        ,4. Kat,32 Yaşında,Kombi,4 Katlı,,1,,,,,,,,12.000TL,,,,,
2216-6137,01-04-2023,None,None,3 + 1,                          120 m2                        ,Kot 2,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,21.000TL,,,,,
110203-812,25-03-2023,None,None,2 + 1,                          95 m2                        ,5. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,İkinci El,,30 TL,10.000 TL,Doğalgaz,Evet,10.000TL,"Güney, Batı",,,,
104642-2080,30-03-2023,None,None,1 + 1,                          75 m2                        ,3. Kat,80 Yaşında,Kombi,6 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,,,Doğalgaz,Evet,22.000TL,"Güney, Batı",,,,
136046-28,29-03-2023,None,None,2 + 1,                          90 m2                        ,2. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,8.000TL,,,,,
23180-5483,29-03-2023,None,None,1 + 1,                          70 m2                        ,4. Kat,16 Yaşında,Kombi,5 Katlı,Eşyalı,1,,İkinci El,Boş,,7.500 TL,Doğalgaz,Evet,28.000TL,Güney,,Uygun değil,Kat Mülkiyeti,Hayır
65917-652,31-03-2023,None,None,1 + 1,                          65 m2                        ,3. Kat,15 Yaşında,Klima,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,20.000 TL,Elektrik,Evet,10.000TL,"Güney, Doğu",,,,
0-40532625,28-03-2023,None,None,1 + 0,                          55 m2                        ,Ara Kat,50 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,18.500 TL,Doğalgaz,,18.500TL,,,,,
77755-1456,01-04-2023,None,None,1 + 1,                          54 m2                        ,6. Kat,1 Yaşında,Kombi,9 Katlı,Eşyalı,1,Betonarme,,Kiracılı,1.540 TL,,Doğalgaz,Evet,23.990TL,,,,,
119689-175,27-03-2023,None,None,2 + 1,                          155 m2                        ,2. Kat,31 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,,,Boş,,,,,26.000TL,"Doğu, Batı",,Uygun değil,,
125017-241,31-03-2023,None,None,2 + 1,                          90 m2                        ,2. Kat,20 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,5.250 TL,Doğalgaz,Evet,5.250TL,,,,,
3147-3022,31-03-2023,None,None,3 + 1,                          130 m2                        ,2. Kat,30 Yaşında,Kombi,4 Katlı,,1,Betonarme,İkinci El,Mülk Sahibi,,22.000 TL,Doğalgaz,,20.000TL,,,,,
90634-985,29-03-2023,None,None,2 + 1,                          144 m2                        ,3. Kat,12 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,1.175 TL,,Doğalgaz,Evet,14.000TL,Güney,"Parkcity (İstanbul, Esenyurt, Aşık Veysel)",,,
27235-4966,29-03-2023,None,None,1 + 1,                          65 m2                        ,9. Kat,12 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,26.000 TL,Doğalgaz,Evet,13.000TL,Batı,Eyüp Park - Eyüp Sultan Park AVM Şubesi,,,
34488-4937,01-04-2023,None,None,1 + 1,                          80 m2                        ,4. Kat,20 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,11.500 TL,Doğalgaz,Evet,11.500TL,,,,,
89091-163,28-03-2023,None,None,2 + 1,                          70 m2                        ,Yüksek Giriş,34 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,9.000 TL,Doğalgaz,,9.000TL,,,,,
38557-733,28-03-2023,None,None,1 + 1,                          55 m2                        ,2. Kat,7 Yaşında,Kombi,6 Katlı,,1,,İkinci El,Boş,,9.000 TL,Doğalgaz,Evet,9.000TL,,,,,
104770-5102,26-03-2023,None,None,2 + 1,                          110 m2                        ,Bahçe Katı,4 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Doğalgaz,Evet,5.000TL,"Kuzey, Güney",,,,
692311-448,30-03-2023,None,None,2 + 1,                          105 m2                        ,En Üst Kat,25 Yaşında,Kombi,7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,8.000 TL,Doğalgaz,,8.000TL,,,,,
69537-77759,31-03-2023,None,None,3 + 1,                          184 m2                        ,Ara Kat,10 Yaşında,Merkezi (Pay Ölçer),20 Katlı,Eşyalı Değil,2,Çelik,İkinci El,Boş,130.000 TL,,Doğalgaz,Evet,65.000TL,"Güney, Doğu",,,,
49068-1606,31-03-2023,None,None,1 + 1,                          60 m2                        ,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),11 Katlı,Eşyalı Değil,1,,İkinci El,Boş,,,,Evet,9.000TL,,,Uygun değil,,Hayır
109941-123,31-03-2023,None,None,2 + 1,                          120 m2                        ,2. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,140.000TL,,,,,
36376-2688,30-03-2023,None,None,4 + 2,                          200 m2                        ,4. Kat,12 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,15.000TL,Güney,,,,
26825-1006,30-03-2023,None,None,3 + 1,                          150 m2                        ,2. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,,Doğalgaz,,160.000TL,,,,,
116447-208,27-03-2023,None,None,3 + 1,                          120 m2                        ,Giriş Katı,7 Yaşında,Kombi,3 Katlı,,3,,Sıfır,Boş,,30.000 TL,Doğalgaz,Evet,15.000TL,,,,,
45445-577,31-03-2023,None,None,2 + 1,                          65 m2                        ,Giriş Katı,20 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,15.000 TL,Doğalgaz,Evet,10.000TL,"Kuzey, Güney",,,,
6680-21282,26-03-2023,None,None,2 + 1,                          90 m2                        ,Ara Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,İkinci El,Boş,30 TL,6.500 TL,Doğalgaz,Evet,6.500TL,"Kuzey, Güney, Doğu, Batı",,,,
16829-2231,25-03-2023,None,None,1 + 1,                          75 m2                        ,12. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,950 TL,30.000 TL,Doğalgaz,Evet,18.500TL,Güney,venus dragos,,,
66449-4059,31-03-2023,None,None,3 + 1,                          150 m2                        ,6. Kat,23 Yaşında,Kombi,8 Katlı,,2,Betonarme,İkinci El,Mülk Sahibi,,12.000 TL,Doğalgaz,,12.000TL,,,,,
80578-224,27-03-2023,None,None,2 + 1,                          90 m2                        ,Bahçe Katı,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Boş,100 TL,16.000 TL,Doğalgaz,,8.000TL,,,,,
125747-440,27-03-2023,None,None,3 + 1,                          150 m2                        ,4. Kat,1 Yaşında,Kombi,5 Katlı,,2,,,,,,,,100.000TL,,,,,
65704-8309,28-03-2023,None,None,3 + 1,                          120 m2                        ,2. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,1.300 TL,Doğalgaz,Evet,13.000TL,Güney,,,,
38942-1922,29-03-2023,None,None,7 + 1,                          700 m2                        ,21 ve üzeri,Sıfır Bina,Merkezi,50 Katlı,,6,,,,,,,,375.000TL,,Çiftçi Tower,,,
1361-16937,29-03-2023,None,None,2 + 1,                          200 m2                        ,5. Kat,40 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,75.000 TL,Doğalgaz,Evet,35.000TL,"Güney, Doğu",,,,
136938-5,29-03-2023,None,None,2 + 1,                          100 m2                        ,Yüksek Giriş,3 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,20 TL,6.000 TL,Doğalgaz,,6.000TL,Güney,,,,
43996-19889,27-03-2023,None,None,1 + 1,                          56 m2                        ,4. Kat,Sıfır Bina,Kombi,5 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,120 TL,,Doğalgaz,Evet,15.000TL,"Güney, Doğu, Batı",,,,
0-40555384,31-03-2023,None,None,3 + 1,                          160 m2                        ,5. Kat,8 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,50 TL,22.000 TL,Doğalgaz,,22.000TL,Güney,,,,
45748-6410,31-03-2023,None,None,2 + 1,                          75 m2                        ,Ara Kat,40 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,13.500 TL,Doğalgaz,Evet,13.500TL,"Güney, Doğu",,,,
108280-63,26-03-2023,None,None,2 + 1,                          90 m2                        ,Kot 3,5 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,60 TL,10.000 TL,Doğalgaz,Evet,9.000TL,"Doğu, Batı",,,,
52328-52,01-04-2023,None,None,1 + 1,                          78 m2                        ,Yüksek Giriş,25 Yaşında,Soba,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Kömür-Odun,Evet,4.350TL,Güney,,,,
8574-1996,25-03-2023,None,None,2 + 1,                          110 m2                        ,3. Kat,24 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,30.000 TL,Doğalgaz,Evet,24.000TL,"Güney, Doğu",,,,
